,Conversation,name,Speaker,Transcript,English Translation,LID_tags,Language from LID tool,Type of code-switching,Length of turn,Direction of code-switches,Number of code-switches,Start of code-switches,Length of code-switched segments
1610,train_1342,train_1342_0.wav,MAYA,Rosesh se ek accident ho gaya hai Dushyant. usne Kisi Ek aadami ko apni gadi se Uda Diya.,"Rosesh has met with an accident, Dushyant. He blew up a man with his car.","['HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,18,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[3, 5, 15, 16]","[2, 10, 1, 2]"
1611,train_1342,train_1342_1.wav,DUSHYANT,Oh my God! Kaisi Halat Hai Gadi Ki? I mean sirf paint nikala Hua Hai yah Gadi Ki body bhi damage Hui Hai?,"Oh my God! What is the condition of the car? Sir, only the paint is gone, is the body of the car also damaged?","['EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,23,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[3, 8, 10, 11, 12, 18, 19, 20, 21]","[5, 2, 1, 1, 6, 1, 1, 1, 2]"
1612,train_1342,train_1342_2.wav,MAYA,Use aadami ki tang fracture ho gai hai Dushyant!,That man's leg is fractured Dushyant!,"['HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,9,"['EN > HI', 'HI > EN']",2,"[3, 6]","[3, 3]"
1613,train_1343,train_1343_0.wav,SAHIL,Happy birthday Mom!,Happy birthday Mom!,"['EN', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
1614,train_1343,train_1343_1.wav,MAYA,"Haww! Fantastic! oh my dear, how beautiful! How exquisite! Ye ear rings nahi hai, ye to hai pure fire!","Haww! Fantastic! oh my dear, how beautiful! How exquisite! This is not ear rings, this is pure fire!","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,19,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[12, 14, 16]","[2, 2, 3]"
1615,train_1343,train_1343_2.wav,SAHIL,Hai na!,Isn't it!,"['HI', 'EN', 'OTHER']",CSW,-1,2,-1,0,-1,-1
1616,train_1343,train_1343_3.wav,MAYA,Kaha se liye!?,Where did you get it from!?,"['HI', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
1617,train_1343,train_1343_4.wav,SAHIL,Monisha laayi hai!,Monisha has brought!,"['HI', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
1618,train_1343,train_1343_5.wav,MAYA,Oh! Cornflakes ke dibbe ke saath free gifts to nahi mila na?,"Oh! You didn't get any free gifts with the box of cornflakes, right?","['EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,12,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[2, 6, 9, 11]","[4, 3, 2, 1]"
1619,train_1344,train_1344_1.wav,MAYA,Antique my foot! Kisi carpentry mein fail hue mistry ki banai hui cheez ko antique kahana matlab Monisha ko sophisticated kahane ke barabar hua!,Antique my foot! Calling something made by a carpentry mechanic as antique is equivalent to calling Monisha sophisticated!,"['EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,24,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[3, 4, 5, 8, 9, 14, 15, 19, 20]","[1, 1, 3, 1, 5, 1, 4, 1, 4]"
1620,train_1344,train_1344_2.wav,MAYA,"Don't mind haan beta, I am just making a point.","Don't mind haan beta, I am just making a point.","['EN', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,10,"['HI > EN', 'EN > HI']",2,"[2, 4]","[2, 6]"
1621,train_1345,train_1345_0.wav,ROSESH,matlab Tumhen stress Hota To to Tum pure ghee Mein Thala Hue chuhe ka intestine khate kya?,"Meaning, if you were stressed, would you eat rat intestines fried in ghee?","['HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,17,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[2, 3, 5, 6, 8, 9, 14, 15]","[1, 2, 1, 2, 1, 5, 1, 2]"
1622,train_1345,train_1345_1.wav,DUSHYANT,are you crazy rosesh,are you crazy rosesh,"['EN', 'EN', 'EN', 'EN']",EN,-1,4,-1,0,-1,-1
1623,train_1345,train_1345_2.wav,ROSESH,thank God,thank God,"['EN', 'EN']",EN,-1,2,-1,0,-1,-1
1624,train_1345,train_1345_3.wav,DUSHYANT,pure ghee Mein Kitni calories hoti hai,How many calories are in whole ghee,"['EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,I,7,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[2, 4, 5]","[2, 1, 2]"
1625,train_1346,train_1346_2.wav,MAYA,mere pyaar se zyada andhe pyaar ke kahin kisse sunne hai maine mr dushyant painter. apne sahil ko hi lelo monisha ko jaane ke Bawajud usne usse shaadi ki ya nahi,"I want to hear more stories of blind love than my love, Mr Dushyant Painter. Take your Sahil only, whether he married Monisha despite knowing her or not","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI']",CSW,I,31,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[12, 13, 14, 15, 18, 19, 29, 30]","[1, 1, 1, 3, 1, 10, 1, 1]"
1626,train_1348,train_1348_8.wav,SAHIL,Mere paas leather pouch hai...,I have a leather pouch...,"['HI', 'HI', 'EN', 'EN', 'HI', 'OTHER']",CSW,I,5,"['EN > HI', 'HI > EN']",2,"[2, 4]","[2, 1]"
1627,train_1348,train_1348_9.wav,MAYA,Vo pehena karo! Vo better rahega!,Wear that! That will be better!,"['HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,6,"['EN > HI', 'HI > EN']",2,"[4, 5]","[1, 1]"
1628,train_1349,train_1349_4.wav,INDRAVARDHAN,"Nahi Maya, I am very serious Agar vahan Bahar park karna building Dharm Hai To Yamraj to Dharmraj hai. Unhone is aagya ka Palan avashya Kiya hoga","No Maya, I am very serious. If parking outside the building is Dharma then Yamraj is Dharmaraj. He must have obeyed this order","['HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,"I, A",27,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",12,"[2, 6, 9, 10, 11, 12, 14, 15, 16, 17, 20, 21]","[4, 3, 1, 1, 1, 2, 1, 1, 1, 3, 1, 6]"
1629,train_134,train_134_0.wav,MONISHA,Hello Sahil Tum ruko,Hello Sahil you wait,"['EN', 'HI', 'HI', 'HI']",CSW,I,4,['HI > EN'],1,[1],[3]
1630,train_134,train_134_1.wav,SAHIL,Kya hua darling?,What happened Darling?,"['HI', 'HI', 'EN', 'OTHER']",CSW,I,3,['EN > HI'],1,[2],[1]
1631,train_134,train_134_2.wav,MONISHA,Ek letter likhane mein meri madad Karoge please,Please help me in writing a letter.,"['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,I,8,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[1, 2, 7]","[1, 5, 1]"
1632,train_134,train_134_3.wav,SAHIL,Of course Kaisa letter?,Of course what letter?,"['EN', 'EN', 'HI', 'EN', 'OTHER']",CSW,I,4,"['HI > EN', 'EN > HI']",2,"[2, 3]","[1, 1]"
1633,train_134,train_134_4.wav,MONISHA,Shaadi ka resignation letter! Tum kis kis ladki ko ghar Lekar Aaye The pallavee doctor Kiran Prerna aur,Marriage resignation letter! Which girl did you bring home Pallavi Dr Kiran Prerna and,"['HI', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI']",CSW,I,18,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[2, 4, 12, 13, 14, 15, 16, 17]","[2, 8, 1, 1, 1, 1, 1, 1]"
1634,train_1350,train_1350_0.wav,MAYA,hahaha oh my god you are so funny haha haina rosesh,hahaha oh my god you are so funny haha isn't it rosesh,"['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI']",CSW,I,11,['HI > EN'],1,[9],[2]
1635,train_1350,train_1350_1.wav,ROSESH,yeah yeah jilheno,yeah yeah jilheno,"['EN', 'EN', 'HI']",CSW,I,3,['HI > EN'],1,[2],[1]
1636,train_1350,train_1350_2.wav,MAYA,ohooho,ohooho,['HI'],HI,-1,1,-1,0,-1,-1
1637,train_1350,train_1350_3.wav,INDRAVARDHAN,chup momma's yes man acha ye batao khaane mein kya hai aaj?,Quiet mother's yes man ok tell me what's for dinner today?,"['HI', 'EN', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,12,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[1, 4, 5, 6]","[3, 1, 1, 6]"
1638,train_1351,train_1351_0.wav,SAHIL,kya hai Monisha? tum tum theek to ho na?,What is Monisha? Are you okay?,"['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'OTHER']",CSW,-1,9,-1,0,-1,-1
1639,train_1352,train_1352_2.wav,INDRAVARDHAN,Maya woh khana Monisha Ne Khud Nahin banaya tha.,"Maya, that food was not prepared by Monisha herself.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,9,-1,0,-1,-1
1640,train_1352,train_1352_3.wav,MAYA,Fir Shayad vah Sapna Nahin Sach ho sakta hai,Then maybe that dream can't come true,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,-1,9,-1,0,-1,-1
1641,train_1353,train_1353_0.wav,MAYA,mere liye gift. Oh my god indu,Gift for me. oh my god indu,"['HI', 'HI', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'HI']",CSW,I,7,"['EN > HI', 'HI > EN']",2,"[2, 6]","[4, 1]"
1642,train_1353,train_1353_1.wav,INDRAVARDHAN,"yes, kabhi kabhi esi galti kar leta hun me","Yes, sometimes I make this mistake","['EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,I,9,"['HI > EN', 'EN > HI']",2,"[1, 8]","[7, 1]"
1643,train_1354,train_1354_0.wav,INDRAVARDHAN,Aray daamaad ji aap aur yaha.,"Hey son-in-law, you and here.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,6,-1,0,-1,-1
1644,train_1354,train_1354_1.wav,DUSHYANT,"Haan vo Soniya ne bataya ki aap teeno hi ghar pe ho to, mai kuch special DVD le aya hu.","Yes, Sonia told that if all three of you are at home, I have brought some special DVDs.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,20,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",7,"[8, 9, 11, 13, 15, 17, 19]","[1, 2, 2, 2, 2, 2, 1]"
1645,train_1354,train_1354_2.wav,ROSESH,Lekin humare ghar ka DVD player kaam nahi kar raha hai.,But the DVD player in our house is not working.,"['HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,11,"['EN > HI', 'HI > EN']",2,"[4, 6]","[2, 5]"
1646,train_1354,train_1354_3.wav,SAHIL,Kya problem hai?,what is the problem?,"['HI', 'EN', 'HI', 'OTHER']",CSW,I,3,"['EN > HI', 'HI > EN']",2,"[1, 2]","[1, 1]"
1647,train_1354,train_1354_6.wav,DUSHYANT,Must be corrosion.,Must be corrosion.,"['EN', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
1648,train_1354,train_1354_7.wav,ROSESH,"I mean, what's that?","I mean, what's that?","['EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",EN,-1,4,-1,0,-1,-1
1649,train_1354,train_1354_8.wav,DUSHYANT,"Corrosion matlab, I'll explain. Rosesh yaha aao.","Corrosion meaning, I'll explain. Rosesh come here.","['EN', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",CSW,"I, A",7,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[1, 2, 4]","[1, 2, 3]"
1650,train_1354,train_1354_9.wav,INDRAVARDHAN,Science class shuru!,Science class started!,"['EN', 'EN', 'HI', 'OTHER']",CSW,I,3,['HI > EN'],1,[2],[1]
1651,train_1355,train_1355_2.wav,INDRAVARDHAN,"Maya, mai to kahata hu agar chain se sona hai na, to use utha ke baahar fek dena chaahiye!","Maya, I say that if you want to sleep peacefully, then you should pick him up and throw him out!","['HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,19,-1,0,-1,-1
1652,train_1356,train_1356_0.wav,SAHIL,"Kamaal kar rahi ho tum! Soniya ki baaton ka bharosa karti ho! Usne pichli baar bhi kaha tha ki, Rosesh jo hai hmaara, vo bohot jald badal jaaega, Kavita likhna chod dega!","You are doing great! Trust Sonia's advice! He had also said last time that, Rosesh who is like me, will become a cloud very soon, will start writing poetry!","['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,32,-1,0,-1,-1
1653,train_1356,train_1356_1.wav,MONISHA,"To sah hi to kaha tha unhone, Rosesh bhaiya ne kavita likhna chhod to diya tha!","So he had said the truth, Rosesh Bhaiya had given up writing poetry!","['HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1,16,-1,0,-1,-1
1654,train_1356,train_1356_2.wav,SAHIL,"Chod to diya tha, lekin geet likhna shuru kar diya tha uska kya! Yaad hai, ""Momma tum, sabse pyaari! Tum bin jaise mai raaste ka andha bhikhaari! Bheekh mein de do blessing thodi! Thodi mamta tumhaari! Momma oh momma ah!","Had left it, but had started writing songs, what about that? Remember, ""Mother, you are the dearest! Without you, I am like a blind beggar on the road! Give me a little blessing in alms! A little bit of your love! Mother oh mother!","['HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,40,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",5,"[19, 20, 28, 31, 35]","[1, 8, 3, 4, 5]"
1655,train_1357,train_1357_0.wav,INDRAVARDHAN,"Aray, Siddharth, tum to..., Siddharth, suno, suno, suno, mai majaak kar raha tha, tum to yu hi...","Hey, Siddharth, you are..., Siddharth, listen, listen, listen, I was joking, you are just like that...","['EN', 'OTHER', 'EN', 'OTHER', 'HI', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'OTHER']",CSW,-1,17,-1,0,-1,-1
1656,train_1357,train_1357_1.wav,SIDDHARTH,"Mere Ratnagiri vaale kallu mama ke saath agar mai tumhe compare kar loonga, tumhe achcha lagega!?",Would you like it if I compare you with my uncle Kallu from Ratnagiri?,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,16,"['EN > HI', 'HI > EN']",2,"[10, 11]","[1, 5]"
1657,train_1357,train_1357_2.wav,INDRAVARDHAN,"Depends, vo kallu mama kis kism ka aadami hai.","Depends, what kind of man is that Kallu Maa?","['EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,9,['HI > EN'],1,[1],[8]
1658,train_1357,train_1357_3.wav,SIDDHARTH,"Kallu mama aadami nahi, kutta hai, vo har dam bhaukata rahata hai gusse mein.","Kallu uncle is not a man, he is a dog, he keeps barking in anger all the time.","['HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,14,-1,0,-1,-1
1659,train_1357,train_1357_4.wav,INDRAVARDHAN,To tumhe usake samane nahi aana chaahiye. Hahaha!,So you should not come in front of him. Hahaha!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER']",HI,-1,8,-1,0,-1,-1
1660,train_1357,train_1357_5.wav,SIDDHARTH,Dekho...,See...,"['HI', 'OTHER']",HI,-1,1,-1,0,-1,-1
1661,train_1358,train_1358_1.wav,MONISHA,"Mummyji, ye to aapne pichle hapte bhi bola tha","Mom, you said this last week too.","['HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI']",CSW,I,9,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[1, 3, 5, 6]","[2, 2, 1, 3]"
1662,train_1358,train_1358_2.wav,MAYA,"Really! In which case, congratulations beta! Apne khud ki banaya huya record khud hi tod diya hain.","Really! In which case, congratulations beta! He has broken his own self made record.","['EN', 'OTHER', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,"A, I",17,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[5, 11, 12, 13, 14]","[6, 1, 1, 1, 3]"
1663,train_1359,train_1359_0.wav,ROSESH,"Sochiye bhabhi, sochiye bechaare masssom bacche, iss desh ka bhabisat. Ya fir padhenge ya phir vada pao ki thela lagayange, and what wil you prefer?","Think sister-in-law, think about the poor children, the ruin of this country. Or will you study or will you sell vada pav, and what would you prefer?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,A,25,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",7,"[4, 5, 10, 11, 13, 14, 20]","[1, 5, 1, 2, 1, 6, 5]"
1664,train_1359,train_1359_1.wav,MAYA,I don't think that was a very good choice of words sweety,I don't think that was a very good choice of words sweety,"['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI']",CSW,-1,12,-1,0,-1,-1
1665,train_1359,train_1359_2.wav,INDRAVARDHAN,"Kaikeyi aur Manthara, Monisha ka rajya hadapne ke pehele ye bolo ki tum tum kitna donate karooge?","Kaikeyi and Manthara, before usurping Monisha's kingdom, tell me how much will you donate?","['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,17,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[9, 10, 15, 16]","[1, 5, 1, 1]"
1666,train_135,train_135_0.wav,ROSESH,"Momma, Deependar bahar jana chaahata hai.","Mother, Deepender wants to go out.","['EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,6,-1,0,-1,-1
1667,train_135,train_135_1.wav,MAYA,Tumhe kaise pata?,how do you know?,"['HI', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
1668,train_135,train_135_2.wav,INDRAVARDHAN,"Come on Maya, Rosesh kutte ki jabaan nahi samjhega? Same species!","Why Maya, Rosesh will not understand the dog's language? Same species!","['EN', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER']",CSW,I,11,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[2, 3, 4, 9]","[1, 1, 5, 2]"
1669,train_1360,train_1360_10.wav,MAYA,Ye meri burai hui?,Is this bad on me?,"['HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,4,-1,0,-1,-1
1670,train_1360,train_1360_11.wav,INDRAVARDHAN,"Nahi, lekin Aishwarya Rai ki to burai hui na.","No, but Aishwarya Rai has been harmed.","['HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,9,-1,0,-1,-1
1671,train_1360,train_1360_8.wav,MAYA,Achchha!? Kya!?,Good!? What!?,"['HI', 'OTHER', 'HI', 'OTHER']",HI,-1,2,-1,0,-1,-1
1672,train_1360,train_1360_9.wav,INDRAVARDHAN,"Yehi, ki tum bilkul Aishwarya Rai lag rahi ho.","Oh, you look exactly like Aishwarya Rai.","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,9,-1,0,-1,-1
1673,train_1362,train_1362_0.wav,INDRAVARDHAN,"No! Agar meri success celebrate karni hai to meri tareeke se karani padegi, okay!","No! If you want to celebrate my success, you will have to do it my way, okay!","['EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'OTHER']",CSW,I,14,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",8,"[1, 3, 5, 7, 8, 10, 11, 13]","[2, 2, 2, 1, 2, 1, 2, 1]"
1674,train_1362,train_1362_1.wav,INDRAVARDHAN,"Alright! Haha! Radhabai, Vitthal!","Alright! Haha! Radhabai, Vitthal!","['EN', 'OTHER', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,-1,4,-1,0,-1,-1
1675,train_1362,train_1362_2.wav,MAYA,"Oh my God, ye sab kya hai darling.","Oh my God, what is this darling?","['EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,8,"['HI > EN', 'EN > HI']",2,"[4, 7]","[3, 1]"
1676,train_1362,train_1362_3.wav,INDRAVARDHAN,"Oh steamed tofu, boiled asparagus!","Oh steamed tofu, boiled asparagus!","['EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",EN,-1,5,-1,0,-1,-1
1677,train_1362,train_1362_4.wav,SAHIL,Aur khaane mein kya hai?,And what's for dinner?,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,5,-1,0,-1,-1
1678,train_1363,train_1363_0.wav,ROSESH,"Sonya ne fir se gadbad kar di, parkaya pravesh ke mantra ko le kar! Dushyant ke shareer mein aurat ki aatma aa gayi hai!","Sonya messed up again, taking the spell of Parakaya Pravesh! A woman's soul has come into Dushyant's body!","['EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,24,-1,0,-1,-1
1679,train_1363,train_1363_1.wav,MAYA,Oh no! Not again! Fir se vo sabzi vaali Champa ki aatma aa gayi hogi uske shareer mein!,Oh no! Not again! The soul of that vegetable seller Champa must have come into his body again!,"['EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,18,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[4, 5, 6]","[1, 1, 12]"
1680,train_1363,train_1363_2.wav,ROSESH,"Nahi nahi, iss baar sabzi vaali Champa ki aatma nahi aayi hai!","No no, this time the spirit of Vegetable Seller Champa has not come!","['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,12,-1,0,-1,-1
